severity,reg_err_median,reg_err_mean,reg_err_p90,n
0.0,99.4816800713043,112.91972642963113,202.8092615272613,3363
1.0,99.66537467904296,113.33041613565558,204.00351317163214,3363
2.0,99.93361192956644,119.78773564326109,215.99792383278648,3363
3.0,101.88370143612858,132.8786946638066,231.7236313690944,3363
4.0,102.42389958968138,148.2638168885286,251.83422725023104,3363
6.0,106.10308588522875,213.43213243353796,386.4446455074561,3363
8.0,113.8213471729518,306.36016248907896,1031.6873953760512,3363
