severity,reg_err_median,reg_err_mean,reg_err_p90,n,runtime_s
0.0,107.92753704107272,215.65034056842464,466.05703215380134,3502,66.08345198631287
4.0,453.3907447284756,963.2546201415407,2174.0201574522575,3502,71.39981603622437
8.0,902.5193815134237,1973.3435841704925,4275.510990751407,3502,74.41200685501099
