severity,max_disp_px,mean_disp_px,reg_err_mean,reg_err_median,reg_err_p90,n_reg_scored,paste2_acc,random_floor,n_label_scored,runtime_s
0.0,0.0,0.0,9.213413210863134e-14,0.0,2.2737367544323206e-13,4341,0.9929239899566309,0.1946665043620078,4381,281.1394729614258
1.0,137.00364958642524,90.65764843629962,9.26841029891091e-14,0.0,2.2737367544323206e-13,4341,0.9901848892946816,0.1946665043620078,4381,356.9375615119934
2.0,274.0072991728505,181.31529687259925,9.26841029891091e-14,0.0,2.2737367544323206e-13,4341,0.9901848892946816,0.1946665043620078,4381,359.08667755126953
3.0,411.0109487592758,271.97294530889883,9.26841029891091e-14,0.0,2.2737367544323206e-13,4341,0.9901848892946816,0.1946665043620078,4381,385.9888255596161
4.0,548.014598345701,362.6305937451985,9.26841029891091e-14,0.0,2.2737367544323206e-13,4341,0.9901848892946816,0.1946665043620078,4381,398.66423630714417
6.0,822.0218975185516,543.9458906177977,9.26841029891091e-14,0.0,2.2737367544323206e-13,4341,0.9901848892946816,0.1946665043620078,4381,303.63250970840454
8.0,1096.029196691402,725.261187490397,9.26841029891091e-14,0.0,2.2737367544323206e-13,4341,0.9901848892946816,0.1946665043620078,4381,295.1045413017273
