severity,max_disp_px,mean_disp_px,reg_err_mean,reg_err_median,reg_err_p90,reg_err_mean_argmax,reg_err_median_argmax,reg_err_p90_argmax,n_reg_scored,paste2_acc,random_floor,n_label_scored,runtime_s
0.0,411.01094875927566,165.16530366694553,473.3042351587088,406.90808358472634,922.0769834419874,490.7522411273841,414.5419158541148,965.898486774733,3482,0.725,0.17406137061548166,3600,54.95768213272095
4.0,2150.795527010977,1022.2603689463416,540.2056352496268,464.98191418931253,1080.0754478805643,561.3669166721784,479.0167011702202,1106.050179530528,3476,0.6986111111111111,0.17406137061548166,3600,121.48202013969421
8.0,4301.591054021954,2044.5207378926832,687.7229208819377,551.0145188649751,1402.4986527783424,706.3470696101059,600.374882885685,1444.6495071305649,3475,0.6522222222222223,0.17406137061548166,3600,88.68798995018005
