severity,reg_err_median,reg_err_mean,reg_err_p90,n,runtime_s
0.0,198.88743012247548,207.4040595768954,335.2444756913214,3363,66.59526014328003
4.0,414.23869264739346,782.7592277884756,1661.1344551896675,3363,74.19200015068054
8.0,743.8207527274346,1782.1570234527874,3905.12748675299,3363,74.10276985168457
