severity,max_disp_px,mean_disp_px,reg_err_mean,reg_err_median,reg_err_p90,reg_err_mean_argmax,reg_err_median_argmax,reg_err_p90_argmax,n_reg_scored,paste2_acc,random_floor,n_label_scored,runtime_s
0.0,411.0109487592758,171.31331140395199,606.888834569613,532.9992970990086,1144.8719919024686,658.3821037324101,600.800299600458,1228.711927182283,3335,0.8154269972451791,0.40943181971677617,3630,158.74373197555542
4.0,1825.627006858342,879.173877160992,684.5449817929166,596.5899512333689,1312.610430756733,739.3788252401258,632.5693637855061,1432.64964314378,3335,0.8079360705428492,0.40943181971677617,3629,191.49612712860107
8.0,3651.254013716684,1758.347754321984,828.1660057894459,705.4107680610828,1619.764119259988,884.6405391559217,731.7492740003231,1758.2561365763688,3334,0.7867768595041322,0.40943181971677617,3630,270.2149429321289
