severity,reg_err_median,reg_err_mean,reg_err_p90,n
0.0,153.08940921757983,176.28957942223798,321.3487626517029,4182
1.0,152.8884245884546,176.55773746212654,318.81449418437444,4182
2.0,156.8071498840692,183.7414418840219,336.10234102652413,4182
3.0,159.93465458513504,193.18457518732595,362.4747677576143,4182
4.0,162.64484854714797,207.8272885119932,389.37664326510617,4182
6.0,172.8895250151591,273.996787446455,538.1634883329239,4182
8.0,188.3626508348876,374.57991965471865,1074.175048186017,4182
