dataset,kind,severity,seed,config,err_pitch,paste2_err,beats_paste2,n,pitch,seconds,status,timestamp,detail
Br5292,dlpfc,8.0,0,gated_rigid_thr3,6.1165,6.1221,True,4182,137.0,,ok,2026-07-17T11:18:19Z,
Br5292,dlpfc,8.0,0,gated_rigid_thr6,6.0157,6.1221,True,4182,137.0,,ok,2026-07-17T11:18:19Z,
Br5292,dlpfc,8.0,0,gated_rigid_thr8,5.7483,6.1221,True,4182,137.0,,ok,2026-07-17T11:18:19Z,
Br5292,dlpfc,8.0,0,selfsup_clean,14.4337,6.1221,False,4182,137.0,,ok,2026-07-17T11:18:19Z,
Br5292,dlpfc,8.0,0,selfsup_leak,1.3444,6.1221,True,4182,137.0,,ok,2026-07-17T11:18:19Z,
Br5292,dlpfc,8.0,0,combo_gated_selfsup,8.8474,6.1221,False,4182,137.0,,ok,2026-07-17T11:18:19Z,
Br5595,dlpfc,0.0,0,paste2,3.8716,3.8716,True,3363,137.0,,ok,2026-07-17T11:26:23Z,
Br5595,dlpfc,0.0,0,gated_rigid,1.7736,3.8716,True,3363,137.0,,ok,2026-07-17T11:26:23Z,
Br5595,dlpfc,0.0,0,gated_rigid_cv,1.7742,3.8716,True,3363,137.0,,ok,2026-07-17T11:26:23Z,
Br5595,dlpfc,0.0,0,gated_affine,1.6885,3.8716,True,3363,137.0,,ok,2026-07-17T11:26:23Z,
Br5595,dlpfc,0.0,0,gated_quad,1.7461,3.8716,True,3363,137.0,,ok,2026-07-17T11:26:23Z,
Br5595,dlpfc,0.0,0,gated_rigid_thr2,3.4162,3.8716,True,3363,137.0,,ok,2026-07-17T11:26:23Z,
Br5595,dlpfc,0.0,0,gated_rigid_thr3,2.8844,3.8716,True,3363,137.0,,ok,2026-07-17T11:26:23Z,
Br5595,dlpfc,0.0,0,gated_rigid_thr6,1.3255,3.8716,True,3363,137.0,,ok,2026-07-17T11:26:23Z,
Br5595,dlpfc,0.0,0,gated_rigid_thr8,1.3376,3.8716,True,3363,137.0,,ok,2026-07-17T11:26:23Z,
Br5595,dlpfc,0.0,0,selfsup_clean,13.3021,3.8716,False,3363,137.0,,ok,2026-07-17T11:26:23Z,
Br5595,dlpfc,0.0,0,selfsup_leak,1.835,3.8716,True,3363,137.0,,ok,2026-07-17T11:26:23Z,
Br5595,dlpfc,0.0,0,combo_gated_selfsup,6.8608,3.8716,False,3363,137.0,,ok,2026-07-17T11:26:23Z,
Br5595,dlpfc,1.0,0,paste2,3.8873,3.8873,True,3363,137.0,,ok,2026-07-17T11:28:29Z,
Br5595,dlpfc,1.0,0,gated_rigid,1.8924,3.8873,True,3363,137.0,,ok,2026-07-17T11:28:29Z,
Br5595,dlpfc,1.0,0,gated_rigid_cv,1.9045,3.8873,True,3363,137.0,,ok,2026-07-17T11:28:29Z,
Br5595,dlpfc,1.0,0,gated_affine,1.7276,3.8873,True,3363,137.0,,ok,2026-07-17T11:28:29Z,
Br5595,dlpfc,1.0,0,gated_quad,1.7702,3.8873,True,3363,137.0,,ok,2026-07-17T11:28:29Z,
Br5595,dlpfc,1.0,0,gated_rigid_thr2,3.4666,3.8873,True,3363,137.0,,ok,2026-07-17T11:28:29Z,
Br5595,dlpfc,1.0,0,gated_rigid_thr3,2.9659,3.8873,True,3363,137.0,,ok,2026-07-17T11:28:29Z,
Br5595,dlpfc,1.0,0,gated_rigid_thr6,1.5353,3.8873,True,3363,137.0,,ok,2026-07-17T11:28:29Z,
Br5595,dlpfc,1.0,0,gated_rigid_thr8,1.5759,3.8873,True,3363,137.0,,ok,2026-07-17T11:28:29Z,
Br5595,dlpfc,1.0,0,selfsup_clean,13.3022,3.8873,False,3363,137.0,,ok,2026-07-17T11:28:29Z,
Br5595,dlpfc,1.0,0,selfsup_leak,1.8265,3.8873,True,3363,137.0,,ok,2026-07-17T11:28:29Z,
Br5595,dlpfc,1.0,0,combo_gated_selfsup,6.8396,3.8873,False,3363,137.0,,ok,2026-07-17T11:28:29Z,
Br5595,dlpfc,2.0,0,paste2,3.9279,3.9279,True,3363,137.0,,ok,2026-07-17T11:30:48Z,
Br5595,dlpfc,2.0,0,gated_rigid,2.5675,3.9279,True,3363,137.0,,ok,2026-07-17T11:30:48Z,
Br5595,dlpfc,2.0,0,gated_rigid_cv,2.5604,3.9279,True,3363,137.0,,ok,2026-07-17T11:30:48Z,
Br5595,dlpfc,2.0,0,gated_affine,2.0509,3.9279,True,3363,137.0,,ok,2026-07-17T11:30:48Z,
Br5595,dlpfc,2.0,0,gated_quad,2.1137,3.9279,True,3363,137.0,,ok,2026-07-17T11:30:48Z,
Br5595,dlpfc,2.0,0,gated_rigid_thr2,3.6646,3.9279,True,3363,137.0,,ok,2026-07-17T11:30:48Z,
Br5595,dlpfc,2.0,0,gated_rigid_thr3,3.3683,3.9279,True,3363,137.0,,ok,2026-07-17T11:30:48Z,
Br5595,dlpfc,2.0,0,gated_rigid_thr6,2.4462,3.9279,True,3363,137.0,,ok,2026-07-17T11:30:48Z,
Br5595,dlpfc,2.0,0,gated_rigid_thr8,2.6567,3.9279,True,3363,137.0,,ok,2026-07-17T11:30:48Z,
Br5595,dlpfc,2.0,0,selfsup_clean,13.3023,3.9279,False,3363,137.0,,ok,2026-07-17T11:30:48Z,
Br5595,dlpfc,2.0,0,selfsup_leak,1.8424,3.9279,True,3363,137.0,,ok,2026-07-17T11:30:48Z,
Br5595,dlpfc,2.0,0,combo_gated_selfsup,6.9171,3.9279,False,3363,137.0,,ok,2026-07-17T11:30:48Z,
Br5595,dlpfc,3.0,0,paste2,3.9837,3.9837,True,3363,137.0,,ok,2026-07-17T11:32:55Z,
Br5595,dlpfc,3.0,0,gated_rigid,3.1519,3.9837,True,3363,137.0,,ok,2026-07-17T11:32:55Z,
