severity,reg_err_median,reg_err_mean,reg_err_p90,n,runtime_s
0.0,44.36497897817671,174.80433981111244,420.8716449323636,4182,9.488020896911621
8.0,919.1033225423669,1993.2839029083548,4243.71994961254,4182,11.690197944641113
