experiment,method,chain_len,severity,seed,edge_band,gate,metric,value,runtime_s,n_edges,note
controlled,global_band,2,5,3,1,,terminal_err,190.1204585726176,5.499999679159373e-05,1,
controlled,global_full,2,5,3,1,,terminal_err,190.1204585726176,6.370000483002514e-05,1,
controlled,pairwise_chain,2,5,3,1,,mean_err,95.06022928630836,3.4999975468963385e-06,1,
controlled,global_band,2,5,3,1,,mean_err,95.0602292863088,5.499999679159373e-05,1,
controlled,global_full,2,5,3,1,,mean_err,95.0602292863088,6.370000483002514e-05,1,
controlled,pairwise_chain,2,5,4,1,,terminal_err,119.43076260409875,3.0999945010989904e-06,1,
controlled,global_adj,2,5,4,1,,terminal_err,119.43076260409877,6.249999569263309e-05,1,
controlled,global_band,2,5,4,1,,terminal_err,119.43076260409877,5.299999611452222e-05,1,
controlled,global_full,2,5,4,1,,terminal_err,119.43076260409877,5.0700007705017924e-05,1,
controlled,pairwise_chain,2,5,4,1,,mean_err,59.71538130204937,3.0999945010989904e-06,1,
controlled,global_band,2,5,4,1,,mean_err,59.71538130204939,5.299999611452222e-05,1,
controlled,global_full,2,5,4,1,,mean_err,59.71538130204939,5.0700007705017924e-05,1,
controlled,pairwise_chain,4,5,0,1,,terminal_err,247.74733510446012,4.1000021155923605e-06,3,
controlled,global_adj,4,5,0,1,,terminal_err,247.74733510445833,0.00012169999536126852,3,
controlled,global_band,4,5,0,3,,terminal_err,61.96318205117525,0.00018259999342262745,6,
controlled,global_full,4,5,0,3,,terminal_err,61.96318205117525,0.00017640000442042947,6,
controlled,pairwise_chain,4,5,0,1,,mean_err,171.64733308677384,4.1000021155923605e-06,3,
controlled,global_band,4,5,0,3,,mean_err,72.55180543172409,0.00018259999342262745,6,
controlled,global_full,4,5,0,3,,mean_err,72.55180543172409,0.00017640000442042947,6,
controlled,pairwise_chain,4,5,1,1,,terminal_err,168.29486904866513,5.199995939619839e-06,3,
controlled,global_adj,4,5,1,1,,terminal_err,168.29486904866542,0.00012879999121651053,3,
controlled,global_band,4,5,1,3,,terminal_err,144.53792329142883,0.00018229999113827944,6,
controlled,global_full,4,5,1,3,,terminal_err,144.53792329142883,0.00017780000052880496,6,
controlled,pairwise_chain,4,5,1,1,,mean_err,146.47431234022952,5.199995939619839e-06,3,
controlled,global_band,4,5,1,3,,mean_err,75.01826325109869,0.00018229999113827944,6,
controlled,global_full,4,5,1,3,,mean_err,75.01826325109869,0.00017780000052880496,6,
controlled,pairwise_chain,4,5,2,1,,terminal_err,103.07275505892942,4.699992132373154e-06,3,
controlled,global_adj,4,5,2,1,,terminal_err,103.07275505893047,0.00013440000475384295,3,
controlled,global_band,4,5,2,3,,terminal_err,130.8186927644009,0.00019500000053085387,6,
controlled,global_full,4,5,2,3,,terminal_err,130.8186927644009,0.00019039999460801482,6,
controlled,pairwise_chain,4,5,2,1,,mean_err,113.22269551493531,4.699992132373154e-06,3,
controlled,global_band,4,5,2,3,,mean_err,91.81422791708096,0.00019500000053085387,6,
controlled,global_full,4,5,2,3,,mean_err,91.81422791708096,0.00019039999460801482,6,
controlled,pairwise_chain,4,5,3,1,,terminal_err,127.16928513105512,6.89999433234334e-06,3,
controlled,global_adj,4,5,3,1,,terminal_err,127.16928513105448,0.00025240000104531646,3,
controlled,global_band,4,5,3,3,,terminal_err,95.25147652395748,0.00042039999971166253,6,
controlled,global_full,4,5,3,3,,terminal_err,95.25147652395748,0.00048430000606458634,6,
controlled,pairwise_chain,4,5,3,1,,mean_err,90.6763382932833,6.89999433234334e-06,3,
controlled,global_band,4,5,3,3,,mean_err,60.46620661032687,0.00042039999971166253,6,
controlled,global_full,4,5,3,3,,mean_err,60.46620661032687,0.00048430000606458634,6,
controlled,pairwise_chain,4,5,4,1,,terminal_err,98.27546522706541,2.0699997548945248e-05,3,
controlled,global_adj,4,5,4,1,,terminal_err,98.27546522706622,0.0001630000042496249,3,
controlled,global_band,4,5,4,3,,terminal_err,87.48667235230056,0.00019339998834766448,6,
controlled,global_full,4,5,4,3,,terminal_err,87.48667235230056,0.00019779999274760485,6,
controlled,pairwise_chain,4,5,4,1,,mean_err,60.69480347300319,2.0699997548945248e-05,3,
controlled,global_band,4,5,4,3,,mean_err,68.26346472936405,0.00019339998834766448,6,
controlled,global_full,4,5,4,3,,mean_err,68.26346472936405,0.00019779999274760485,6,
controlled,pairwise_chain,8,5,0,1,,terminal_err,217.9395782316672,5.800000508315861e-06,7,
controlled,global_adj,8,5,0,1,,terminal_err,217.93957823165374,0.00022650000755675137,7,
controlled,global_band,8,5,0,3,,terminal_err,188.79118904759977,0.0006271000020205975,18,
controlled,global_full,8,5,0,7,,terminal_err,164.85970511860683,0.0006981000042287633,28,
controlled,pairwise_chain,8,5,0,1,,mean_err,131.15703944784067,5.800000508315861e-06,7,
controlled,global_band,8,5,0,3,,mean_err,109.89489020855746,0.0006271000020205975,18,
controlled,global_full,8,5,0,7,,mean_err,111.92942153798438,0.0006981000042287633,28,
controlled,pairwise_chain,8,5,1,1,,terminal_err,321.9386468215689,5.800000508315861e-06,7,
controlled,global_adj,8,5,1,1,,terminal_err,321.93864682157266,0.00022459999308921397,7,
controlled,global_band,8,5,1,3,,terminal_err,214.46775932372836,0.00047759999870322645,18,
controlled,global_full,8,5,1,7,,terminal_err,143.5018917332044,0.0008747000101720914,28,
controlled,pairwise_chain,8,5,1,1,,mean_err,178.60984439651537,5.800000508315861e-06,7,
controlled,global_band,8,5,1,3,,mean_err,133.94074053379538,0.00047759999870322645,18,
controlled,global_full,8,5,1,7,,mean_err,70.27843050828048,0.0008747000101720914,28,
controlled,pairwise_chain,8,5,2,1,,terminal_err,442.00759705000485,6.89999433234334e-06,7,
controlled,global_adj,8,5,2,1,,terminal_err,442.0075970500143,0.00024649999977555126,7,
controlled,global_band,8,5,2,3,,terminal_err,147.89575320096384,0.0004944999964209273,18,
controlled,global_full,8,5,2,7,,terminal_err,84.9487491728618,0.0006939000013517216,28,
controlled,pairwise_chain,8,5,2,1,,mean_err,254.06644694278293,6.89999433234334e-06,7,
controlled,global_band,8,5,2,3,,mean_err,156.74102823943213,0.0004944999964209273,18,
controlled,global_full,8,5,2,7,,mean_err,86.43706193089335,0.0006939000013517216,28,
controlled,pairwise_chain,8,5,3,1,,terminal_err,231.13215866995546,6.200003554113209e-06,7,
controlled,global_adj,8,5,3,1,,terminal_err,231.13215866997604,0.00022780000290367752,7,
controlled,global_band,8,5,3,3,,terminal_err,103.07764146707765,0.0004715999966720119,18,
controlled,global_full,8,5,3,7,,terminal_err,31.64651356433561,0.0006946000066818669,28,
controlled,pairwise_chain,8,5,3,1,,mean_err,149.26886253791199,6.200003554113209e-06,7,
controlled,global_band,8,5,3,3,,mean_err,71.2484250272517,0.0004715999966720119,18,
controlled,global_full,8,5,3,7,,mean_err,61.057028018183544,0.0006946000066818669,28,
controlled,pairwise_chain,8,5,4,1,,terminal_err,123.68321134848694,6.100002792663872e-06,7,
controlled,global_adj,8,5,4,1,,terminal_err,123.68321134849914,0.0002356000040890649,7,
controlled,global_band,8,5,4,3,,terminal_err,169.57510243455636,0.0004746999911731109,18,
controlled,global_full,8,5,4,7,,terminal_err,59.64133443989476,0.0007010999979684129,28,
controlled,pairwise_chain,8,5,4,1,,mean_err,188.34296415725515,6.100002792663872e-06,7,
controlled,global_band,8,5,4,3,,mean_err,142.32230412807854,0.0004746999911731109,18,
controlled,global_full,8,5,4,7,,mean_err,104.47972597088992,0.0007010999979684129,28,
controlled,pairwise_chain,12,5,0,1,,terminal_err,296.85979294249523,1.0500007192604244e-05,11,
controlled,global_adj,12,5,0,1,,terminal_err,296.85979294249523,0.0005551000067498535,11,
controlled,global_band,12,5,0,3,,terminal_err,293.87855647362085,0.001294800007599406,30,
controlled,global_full,12,5,0,11,,terminal_err,56.88131035345034,0.0018243999948026612,66,
controlled,pairwise_chain,12,5,0,1,,mean_err,285.53470965373185,1.0500007192604244e-05,11,
controlled,global_band,12,5,0,3,,mean_err,225.81549290664375,0.001294800007599406,30,
controlled,global_full,12,5,0,11,,mean_err,90.99003421237428,0.0018243999948026612,66,
controlled,pairwise_chain,12,5,1,1,,terminal_err,632.8074884272862,7.90000194683671e-06,11,
controlled,global_adj,12,5,1,1,,terminal_err,632.8074884273001,0.0003367000026628375,11,
controlled,global_band,12,5,1,3,,terminal_err,143.0089168219787,0.0008329000120284036,30,
controlled,global_full,12,5,1,11,,terminal_err,92.68885936958011,0.001712600002065301,66,
controlled,pairwise_chain,12,5,1,1,,mean_err,321.67416393180105,7.90000194683671e-06,11,
controlled,global_band,12,5,1,3,,mean_err,150.56622709108066,0.0008329000120284036,30,
controlled,global_full,12,5,1,11,,mean_err,107.89842110689699,0.001712600002065301,66,
controlled,pairwise_chain,12,5,2,1,,terminal_err,547.2231771066305,1.1799987987615168e-05,11,
controlled,global_adj,12,5,2,1,,terminal_err,547.2231771066392,0.0003555000002961606,11,
controlled,global_band,12,5,2,3,,terminal_err,115.32555780056018,0.0008150000066962093,30,
controlled,global_full,12,5,2,11,,terminal_err,61.642422898513246,0.001638499990804121,66,
controlled,pairwise_chain,12,5,2,1,,mean_err,259.97368067955114,1.1799987987615168e-05,11,
controlled,global_band,12,5,2,3,,mean_err,136.83553967104623,0.0008150000066962093,30,
controlled,global_full,12,5,2,11,,mean_err,61.68410823369007,0.001638499990804121,66,
controlled,pairwise_chain,12,5,3,1,,terminal_err,454.6515303392012,8.300004992634058e-06,11,
controlled,global_adj,12,5,3,1,,terminal_err,454.6515303391931,0.00035859999479725957,11,
controlled,global_band,12,5,3,3,,terminal_err,106.70235610003505,0.0008013999904505908,30,
controlled,global_full,12,5,3,11,,terminal_err,114.60666963045911,0.0016048999968916178,66,
controlled,pairwise_chain,12,5,3,1,,mean_err,329.26450114565233,8.300004992634058e-06,11,
controlled,global_band,12,5,3,3,,mean_err,112.5470359761916,0.0008013999904505908,30,
controlled,global_full,12,5,3,11,,mean_err,86.48198515805832,0.0016048999968916178,66,
controlled,pairwise_chain,12,5,4,1,,terminal_err,645.7789661141741,6.44999963697046e-05,11,
controlled,global_adj,12,5,4,1,,terminal_err,645.778966114167,0.0006727999862050638,11,
controlled,global_band,12,5,4,3,,terminal_err,367.4986183398765,0.0008088000031420961,30,
controlled,global_full,12,5,4,11,,terminal_err,127.87483839585585,0.0016021000046748668,66,
controlled,pairwise_chain,12,5,4,1,,mean_err,363.29799348077546,6.44999963697046e-05,11,
controlled,global_band,12,5,4,3,,mean_err,185.76155549784707,0.0008088000031420961,30,
controlled,global_full,12,5,4,11,,mean_err,99.34335085610343,0.0016021000046748668,66,
real_donor_Br5292,pairwise_chain,4,1,0,1,,alledge_resid,70.94181721582817,,3,
real_donor_Br5292,global_band,4,1,0,3,,alledge_resid,36.96006421969863,,6,
real_donor_Br5292,global_full,4,1,0,3,,alledge_resid,36.96006421969863,,6,
real_donor_Br5292,pairwise_chain,4,1,0,1,,label_consistency,0.8129629629629629,,,
real_donor_Br5292,global_full,4,1,0,3,,label_consistency,0.815,,,
real_donor_Br5292,pairwise_chain,4,1,1,1,,alledge_resid,74.5247719390534,,3,
real_donor_Br5292,global_band,4,1,1,3,,alledge_resid,55.215012448121115,,6,
real_donor_Br5292,global_full,4,1,1,3,,alledge_resid,55.215012448121115,,6,
real_donor_Br5292,pairwise_chain,4,1,2,1,,alledge_resid,66.22729938941318,,3,
real_donor_Br5292,global_band,4,1,2,3,,alledge_resid,41.33435344461183,,6,
real_donor_Br5292,global_full,4,1,2,3,,alledge_resid,41.33435344461183,,6,
real_donor_Br5292,pairwise_chain,4,1,3,1,,alledge_resid,43.23533941983998,,3,
real_donor_Br5292,global_band,4,1,3,3,,alledge_resid,32.3944461042127,,6,
real_donor_Br5292,global_full,4,1,3,3,,alledge_resid,32.3944461042127,,6,
real_donor_Br5292,pairwise_chain,4,1,4,1,,alledge_resid,73.00081581513108,,3,
real_donor_Br5292,global_band,4,1,4,3,,alledge_resid,42.36869002242944,,6,
real_donor_Br5292,global_full,4,1,4,3,,alledge_resid,42.36869002242944,,6,
real_donor_Br5292,pairwise_chain,4,3,0,1,,alledge_resid,133.7319753112421,,3,
real_donor_Br5292,global_band,4,3,0,3,,alledge_resid,92.41131519740647,,6,
real_donor_Br5292,global_full,4,3,0,3,,alledge_resid,92.41131519740647,,6,
real_donor_Br5292,pairwise_chain,4,3,1,1,,alledge_resid,99.82279127964057,,3,
real_donor_Br5292,global_band,4,3,1,3,,alledge_resid,81.62066584947264,,6,
real_donor_Br5292,global_full,4,3,1,3,,alledge_resid,81.62066584947264,,6,
real_donor_Br5292,pairwise_chain,4,3,2,1,,alledge_resid,154.52098918626646,,3,
real_donor_Br5292,global_band,4,3,2,3,,alledge_resid,108.4371158686266,,6,
real_donor_Br5292,global_full,4,3,2,3,,alledge_resid,108.4371158686266,,6,
real_donor_Br5292,pairwise_chain,4,3,3,1,,alledge_resid,103.41513363978807,,3,
real_donor_Br5292,global_band,4,3,3,3,,alledge_resid,84.05516956607686,,6,
real_donor_Br5292,global_full,4,3,3,3,,alledge_resid,84.05516956607686,,6,
real_donor_Br5292,pairwise_chain,4,3,4,1,,alledge_resid,143.51499900314306,,3,
real_donor_Br5292,global_band,4,3,4,3,,alledge_resid,125.1383230148786,,6,
real_donor_Br5292,global_full,4,3,4,3,,alledge_resid,125.1383230148786,,6,
real_donor_Br5292,pairwise_chain,4,5,0,1,,alledge_resid,237.08470849445914,,3,
real_donor_Br5292,global_band,4,5,0,3,,alledge_resid,177.82809458377366,,6,
real_donor_Br5292,global_full,4,5,0,3,,alledge_resid,177.82809458377366,,6,
real_donor_Br5292,pairwise_chain,4,5,1,1,,alledge_resid,198.2676282805761,,3,
real_donor_Br5292,global_band,4,5,1,3,,alledge_resid,138.66346511749433,,6,
real_donor_Br5292,global_full,4,5,1,3,,alledge_resid,138.66346511749433,,6,
real_donor_Br5292,pairwise_chain,4,5,2,1,,alledge_resid,230.81792237842546,,3,
real_donor_Br5292,global_band,4,5,2,3,,alledge_resid,206.39813459281382,,6,
real_donor_Br5292,global_full,4,5,2,3,,alledge_resid,206.39813459281382,,6,
real_donor_Br5292,pairwise_chain,4,5,3,1,,alledge_resid,208.49117474952314,,3,
real_donor_Br5292,global_band,4,5,3,3,,alledge_resid,155.9241617536729,,6,
real_donor_Br5292,global_full,4,5,3,3,,alledge_resid,155.9241617536729,,6,
real_donor_Br5292,pairwise_chain,4,5,4,1,,alledge_resid,263.58502203873053,,3,
real_donor_Br5292,global_band,4,5,4,3,,alledge_resid,208.49681984301446,,6,
real_donor_Br5292,global_full,4,5,4,3,,alledge_resid,208.49681984301446,,6,
real_donor_Br5595,pairwise_chain,4,1,0,1,,alledge_resid,88.0242731074647,,3,
real_donor_Br5595,global_band,4,1,0,3,,alledge_resid,70.21358016045927,,6,
real_donor_Br5595,global_full,4,1,0,3,,alledge_resid,70.21358016045927,,6,
real_donor_Br5595,pairwise_chain,4,1,0,1,,label_consistency,0.888501872659176,,,
real_donor_Br5595,global_full,4,1,0,3,,label_consistency,0.8857969391564017,,,
real_donor_Br5595,pairwise_chain,4,1,1,1,,alledge_resid,148.79422403216725,,3,
real_donor_Br5595,global_band,4,1,1,3,,alledge_resid,128.64538788216433,,6,
real_donor_Br5595,global_full,4,1,1,3,,alledge_resid,128.64538788216433,,6,
real_donor_Br5595,pairwise_chain,4,1,2,1,,alledge_resid,86.65580609646359,,3,
real_donor_Br5595,global_band,4,1,2,3,,alledge_resid,75.95491039396241,,6,
real_donor_Br5595,global_full,4,1,2,3,,alledge_resid,75.95491039396241,,6,
real_donor_Br5595,pairwise_chain,4,1,3,1,,alledge_resid,147.1359961803068,,3,
real_donor_Br5595,global_band,4,1,3,3,,alledge_resid,86.81998380878389,,6,
real_donor_Br5595,global_full,4,1,3,3,,alledge_resid,86.81998380878389,,6,
real_donor_Br5595,pairwise_chain,4,1,4,1,,alledge_resid,162.00798516073763,,3,
real_donor_Br5595,global_band,4,1,4,3,,alledge_resid,89.53904298686051,,6,
real_donor_Br5595,global_full,4,1,4,3,,alledge_resid,89.53904298686051,,6,
real_donor_Br5595,pairwise_chain,4,3,0,1,,alledge_resid,126.93380929036788,,3,
real_donor_Br5595,global_band,4,3,0,3,,alledge_resid,129.55930647299013,,6,
real_donor_Br5595,global_full,4,3,0,3,,alledge_resid,129.55930647299013,,6,
real_donor_Br5595,pairwise_chain,4,3,1,1,,alledge_resid,281.885060023531,,3,
real_donor_Br5595,global_band,4,3,1,3,,alledge_resid,182.54237124481529,,6,
real_donor_Br5595,global_full,4,3,1,3,,alledge_resid,182.54237124481529,,6,
real_donor_Br5595,pairwise_chain,4,3,2,1,,alledge_resid,345.6632191888989,,3,
real_donor_Br5595,global_band,4,3,2,3,,alledge_resid,197.70346139839896,,6,
real_donor_Br5595,global_full,4,3,2,3,,alledge_resid,197.70346139839896,,6,
real_donor_Br5595,pairwise_chain,4,3,3,1,,alledge_resid,156.65407224439232,,3,
real_donor_Br5595,global_band,4,3,3,3,,alledge_resid,140.82442398388693,,6,
real_donor_Br5595,global_full,4,3,3,3,,alledge_resid,140.82442398388693,,6,
real_donor_Br5595,pairwise_chain,4,3,4,1,,alledge_resid,182.5279907339741,,3,
real_donor_Br5595,global_band,4,3,4,3,,alledge_resid,107.60937595744498,,6,
real_donor_Br5595,global_full,4,3,4,3,,alledge_resid,107.60937595744498,,6,
real_donor_Br5595,pairwise_chain,4,5,0,1,,alledge_resid,531.2971878881466,,3,
real_donor_Br5595,global_band,4,5,0,3,,alledge_resid,318.0981457008816,,6,
real_donor_Br5595,global_full,4,5,0,3,,alledge_resid,318.0981457008816,,6,
real_donor_Br5595,pairwise_chain,4,5,1,1,,alledge_resid,248.2864694579268,,3,
real_donor_Br5595,global_band,4,5,1,3,,alledge_resid,224.2687748641927,,6,
real_donor_Br5595,global_full,4,5,1,3,,alledge_resid,224.2687748641927,,6,
real_donor_Br5595,pairwise_chain,4,5,2,1,,alledge_resid,292.9718973762735,,3,
real_donor_Br5595,global_band,4,5,2,3,,alledge_resid,166.1877695178646,,6,
real_donor_Br5595,global_full,4,5,2,3,,alledge_resid,166.1877695178646,,6,
real_donor_Br5595,pairwise_chain,4,5,3,1,,alledge_resid,147.96735892716774,,3,
real_donor_Br5595,global_band,4,5,3,3,,alledge_resid,143.53286050947295,,6,
real_donor_Br5595,global_full,4,5,3,3,,alledge_resid,143.53286050947295,,6,
real_donor_Br5595,pairwise_chain,4,5,4,1,,alledge_resid,910.9282582187898,,3,
real_donor_Br5595,global_band,4,5,4,3,,alledge_resid,446.91523251342784,,6,
real_donor_Br5595,global_full,4,5,4,3,,alledge_resid,446.91523251342784,,6,
real_donor_Br8100,pairwise_chain,4,1,0,1,,alledge_resid,76.8401482509348,,3,
real_donor_Br8100,global_band,4,1,0,3,,alledge_resid,50.212278850009845,,6,
real_donor_Br8100,global_full,4,1,0,3,,alledge_resid,50.212278850009845,,6,
real_donor_Br8100,pairwise_chain,4,1,0,1,,label_consistency,0.8173961840628506,,,
real_donor_Br8100,global_full,4,1,0,3,,label_consistency,0.8173961840628506,,,
real_donor_Br8100,pairwise_chain,4,1,1,1,,alledge_resid,178.9830577123307,,3,
real_donor_Br8100,global_band,4,1,1,3,,alledge_resid,113.93904556936168,,6,
real_donor_Br8100,global_full,4,1,1,3,,alledge_resid,113.93904556936168,,6,
real_donor_Br8100,pairwise_chain,4,1,2,1,,alledge_resid,146.6607836411151,,3,
real_donor_Br8100,global_band,4,1,2,3,,alledge_resid,92.86680291771324,,6,
real_donor_Br8100,global_full,4,1,2,3,,alledge_resid,92.86680291771324,,6,
real_donor_Br8100,pairwise_chain,4,1,3,1,,alledge_resid,145.4017884835232,,3,
real_donor_Br8100,global_band,4,1,3,3,,alledge_resid,92.32510338082595,,6,
real_donor_Br8100,global_full,4,1,3,3,,alledge_resid,92.32510338082595,,6,
real_donor_Br8100,pairwise_chain,4,1,4,1,,alledge_resid,103.58901989180151,,3,
real_donor_Br8100,global_band,4,1,4,3,,alledge_resid,62.09625131581913,,6,
real_donor_Br8100,global_full,4,1,4,3,,alledge_resid,62.09625131581913,,6,
real_donor_Br8100,pairwise_chain,4,3,0,1,,alledge_resid,266.29044917349694,,3,
real_donor_Br8100,global_band,4,3,0,3,,alledge_resid,164.41444555926384,,6,
real_donor_Br8100,global_full,4,3,0,3,,alledge_resid,164.41444555926384,,6,
real_donor_Br8100,pairwise_chain,4,3,1,1,,alledge_resid,215.0352331152559,,3,
real_donor_Br8100,global_band,4,3,1,3,,alledge_resid,148.69919174653248,,6,
real_donor_Br8100,global_full,4,3,1,3,,alledge_resid,148.69919174653248,,6,
real_donor_Br8100,pairwise_chain,4,3,2,1,,alledge_resid,105.38827923607279,,3,
real_donor_Br8100,global_band,4,3,2,3,,alledge_resid,80.72783879423599,,6,
real_donor_Br8100,global_full,4,3,2,3,,alledge_resid,80.72783879423599,,6,
real_donor_Br8100,pairwise_chain,4,3,3,1,,alledge_resid,326.3354188940594,,3,
real_donor_Br8100,global_band,4,3,3,3,,alledge_resid,181.7990695692216,,6,
real_donor_Br8100,global_full,4,3,3,3,,alledge_resid,181.7990695692216,,6,
real_donor_Br8100,pairwise_chain,4,3,4,1,,alledge_resid,179.14106877663485,,3,
real_donor_Br8100,global_band,4,3,4,3,,alledge_resid,153.29301467241157,,6,
real_donor_Br8100,global_full,4,3,4,3,,alledge_resid,153.29301467241157,,6,
real_donor_Br8100,pairwise_chain,4,5,0,1,,alledge_resid,136.515549828386,,3,
real_donor_Br8100,global_band,4,5,0,3,,alledge_resid,118.32214172239911,,6,
real_donor_Br8100,global_full,4,5,0,3,,alledge_resid,118.32214172239911,,6,
real_donor_Br8100,pairwise_chain,4,5,1,1,,alledge_resid,508.01278209367905,,3,
real_donor_Br8100,global_band,4,5,1,3,,alledge_resid,272.99280130214703,,6,
real_donor_Br8100,global_full,4,5,1,3,,alledge_resid,272.99280130214703,,6,
real_donor_Br8100,pairwise_chain,4,5,2,1,,alledge_resid,233.80672479951343,,3,
real_donor_Br8100,global_band,4,5,2,3,,alledge_resid,223.36966961629358,,6,
real_donor_Br8100,global_full,4,5,2,3,,alledge_resid,223.36966961629358,,6,
real_donor_Br8100,pairwise_chain,4,5,3,1,,alledge_resid,125.09545903001647,,3,
real_donor_Br8100,global_band,4,5,3,3,,alledge_resid,112.07510238067859,,6,
real_donor_Br8100,global_full,4,5,3,3,,alledge_resid,112.07510238067859,,6,
real_donor_Br8100,pairwise_chain,4,5,4,1,,alledge_resid,255.2296109708195,,3,
real_donor_Br8100,global_band,4,5,4,3,,alledge_resid,266.8468581810375,,6,
real_donor_Br8100,global_full,4,5,4,3,,alledge_resid,266.8468581810375,,6,
real_full12,pairwise_chain,12,1,0,1,,alledge_resid,823.9164369795604,,11,
real_full12,global_band,12,1,0,3,,alledge_resid,788.7931558827378,,30,
real_full12,global_full,12,1,0,11,,alledge_resid,681.4832390934762,,66,
real_full12,pairwise_chain,12,1,0,1,,label_consistency,0.7730061972975719,,,
real_full12,global_full,12,1,0,11,,label_consistency,0.7339477960593134,,,
real_full12,pairwise_chain,12,1,1,1,,alledge_resid,851.1769596120756,,11,
real_full12,global_band,12,1,1,3,,alledge_resid,777.6154431499888,,30,
real_full12,global_full,12,1,1,11,,alledge_resid,680.5871990405234,,66,
real_full12,pairwise_chain,12,1,2,1,,alledge_resid,832.8800109884734,,11,
real_full12,global_band,12,1,2,3,,alledge_resid,780.8719335221041,,30,
real_full12,global_full,12,1,2,11,,alledge_resid,680.7433406118224,,66,
real_full12,pairwise_chain,12,1,3,1,,alledge_resid,831.3849868949063,,11,
real_full12,global_band,12,1,3,3,,alledge_resid,816.9385409073457,,30,
real_full12,global_full,12,1,3,11,,alledge_resid,683.5970780486133,,66,
real_full12,pairwise_chain,12,1,4,1,,alledge_resid,846.5488996949719,,11,
real_full12,global_band,12,1,4,3,,alledge_resid,798.6346249198783,,30,
real_full12,global_full,12,1,4,11,,alledge_resid,684.5889134878279,,66,
real_full12,pairwise_chain,12,3,0,1,,alledge_resid,944.4971246702024,,11,
real_full12,global_band,12,3,0,3,,alledge_resid,790.3961589228114,,30,
real_full12,global_full,12,3,0,11,,alledge_resid,711.0732474381878,,66,
real_full12,pairwise_chain,12,3,1,1,,alledge_resid,947.8845965791484,,11,
real_full12,global_band,12,3,1,3,,alledge_resid,905.6133443436499,,30,
real_full12,global_full,12,3,1,11,,alledge_resid,719.4527626341606,,66,
real_full12,pairwise_chain,12,3,2,1,,alledge_resid,982.3670598273682,,11,
real_full12,global_band,12,3,2,3,,alledge_resid,866.8628648203445,,30,
real_full12,global_full,12,3,2,11,,alledge_resid,729.3441222774591,,66,
real_full12,pairwise_chain,12,3,3,1,,alledge_resid,989.3551685463876,,11,
real_full12,global_band,12,3,3,3,,alledge_resid,839.8167808525808,,30,
real_full12,global_full,12,3,3,11,,alledge_resid,697.1691055174772,,66,
real_full12,pairwise_chain,12,3,4,1,,alledge_resid,1011.1604369783076,,11,
real_full12,global_band,12,3,4,3,,alledge_resid,861.3617948798819,,30,
real_full12,global_full,12,3,4,11,,alledge_resid,719.9543753842327,,66,
real_full12,pairwise_chain,12,5,0,1,,alledge_resid,1148.7799937354548,,11,
real_full12,global_band,12,5,0,3,,alledge_resid,949.8858654848391,,30,
real_full12,global_full,12,5,0,11,,alledge_resid,793.9696883589341,,66,
real_full12,pairwise_chain,12,5,1,1,,alledge_resid,1143.2107163341523,,11,
real_full12,global_band,12,5,1,3,,alledge_resid,891.3700163166598,,30,
real_full12,global_full,12,5,1,11,,alledge_resid,735.089157255625,,66,
real_full12,pairwise_chain,12,5,2,1,,alledge_resid,1199.625436165924,,11,
real_full12,global_band,12,5,2,3,,alledge_resid,927.8537789511684,,30,
real_full12,global_full,12,5,2,11,,alledge_resid,765.532034203132,,66,
real_full12,pairwise_chain,12,5,3,1,,alledge_resid,1173.9021136762415,,11,
real_full12,global_band,12,5,3,3,,alledge_resid,940.4863549696729,,30,
real_full12,global_full,12,5,3,11,,alledge_resid,741.2321547444208,,66,
real_full12,pairwise_chain,12,5,4,1,,alledge_resid,1196.6689729938491,,11,
real_full12,global_band,12,5,4,3,,alledge_resid,937.5707007974124,,30,
real_full12,global_full,12,5,4,11,,alledge_resid,749.9943979139642,,66,
robust_missing,pairwise_chain,12,3,0,1,,mean_err_kept,1514.875667184215,,9,section6_missing
robust_missing,global_band,12,3,0,3,,mean_err_kept,89.04449718813645,,24,section6_missing
robust_badedge,global_naive,12,3,0,3,,mean_err,2688.676468155943,,30,"edge(5,6)_corrupted"
robust_badedge,global_irls,12,3,0,3,,mean_err,215.7195025119769,,30,"edge(5,6)_corrupted"
robust_badedge,global_gated,12,3,0,3,,mean_err,83.50797563387047,,29,"edge(5,6)_corrupted"
robust_inconsistent,pairwise_chain,12,8,0,1,,mean_err,792.1240668414434,,11,high_noise
robust_inconsistent,global_band_irls,12,8,0,3,,mean_err,275.55413331148264,,30,high_noise
robust_missing,pairwise_chain,12,3,1,1,,mean_err_kept,1747.5987647035274,,9,section6_missing
robust_missing,global_band,12,3,1,3,,mean_err_kept,78.90422430512336,,24,section6_missing
robust_badedge,global_naive,12,3,1,3,,mean_err,3037.1203119617385,,30,"edge(5,6)_corrupted"
robust_badedge,global_irls,12,3,1,3,,mean_err,286.87731080938136,,30,"edge(5,6)_corrupted"
robust_badedge,global_gated,12,3,1,3,,mean_err,76.87306901842419,,29,"edge(5,6)_corrupted"
robust_inconsistent,pairwise_chain,12,8,1,1,,mean_err,709.7160219565591,,11,high_noise
robust_inconsistent,global_band_irls,12,8,1,3,,mean_err,348.7664837133564,,30,high_noise
robust_missing,pairwise_chain,12,3,2,1,,mean_err_kept,10577.505202527575,,9,section6_missing
