severity,max_disp_px,mean_disp_px,reg_err_mean,reg_err_median,reg_err_p90,reg_err_mean_argmax,reg_err_median_argmax,reg_err_p90_argmax,n_reg_scored,paste2_acc,random_floor,n_label_scored,runtime_s
0.0,411.01094875927566,165.0981479847364,352.9872195287979,326.5824075541019,634.0544140686981,373.9604167278401,364.6601157242179,691.1215522612503,4155,0.7578199052132701,0.18663753269612066,4220,1046.9681231975555
8.0,4336.698943609742,2027.8478047349627,865.6912602878929,738.5781456334157,1721.580753813721,881.8881618154014,767.0531234104271,1730.110112102695,4156,0.5817535545023697,0.18663753269612066,4220,1041.2031133174896
