severity,reg_err_median,reg_err_mean,reg_err_p90,n
0.0,95.04462545746847,108.60587208567102,193.90311699368362,4182
1.0,93.85832791098868,108.20872295688268,193.23581151134943,4182
2.0,95.77429566139973,115.23440022397253,204.36188551114694,4182
3.0,98.33882252397075,126.52582156162966,215.4018459063519,4182
4.0,100.26256819111646,140.79441791496333,233.1547132423795,4182
6.0,107.19529911756382,207.2252098088552,363.8380838059608,4182
8.0,117.6454068156296,310.072363947746,1036.9344884559314,4182
