dataset,tissue,truth,qc_ok,chosen_method,in_dist_confidence,gene_overlap,maha,error,retry,retry_error,footprint_coverage,severity,seed
Br8100,human DLPFC,off-distribution,True,paste2+sutura_refine,0.032,1.0,4.77,2.509,False,,,4.0,0
