severity,max_disp_px,mean_disp_px,reg_err_mean,reg_err_median,reg_err_p90,reg_err_mean_argmax,reg_err_median_argmax,reg_err_p90_argmax,n_reg_scored,paste2_acc,random_floor,n_label_scored,runtime_s
0.0,825.0054545274231,333.3022036290789,296.6278074263082,238.40302011509837,766.8116148180136,295.1182271524772,238.40302011509837,768.8445131711433,248,0.636,0.16776,250,1.8640801906585693
8.0,8714.08012077082,4098.227329982394,1555.570629311034,1193.4640067544801,3412.070573277912,1566.0786520076076,1205.4708623604306,3412.070573277912,248,0.416,0.16776,250,0.27010464668273926
